,,Overall,,Survey Group,,,,Age Group,,,,,,,,,,Grade Level,,,,,,Gender,,,,LGBTQ Identification (Gen Z adults),,,,Race/Ethnicity,,,,,,,,,,Highest Educational Attainment,,,,,,,,,,Highest educational attainment or enrollment,,Parent Educational Attainment,,,,Eligibility for free or reduced-price lunch,,,,Subjective Income (Parent + Child),,,,,,Subjective Income (Gen Z adults),,,,,,Disability Status (Gen Z children),,,,Political Party Identification (Gen Z adults),,,,,,,,Religious Affiliation (Gen Z adults),,,,Census Region,,,,,,,
,Not very prepared,9%,301,10%,169,8%,132,11%,95,9%,79,8%,11,8%,42,8%,74,13%,57,9%,112,8%,132,8%,138,10%,149,10%,43,7%,80,9%,27,8%,32,11%,63,12%,20,8%,158,10%,169,10%,56,6%,12,6%,46,5%,18,10%,169,8%,182,11%,99,13%,73,8%,83,8%,73,12%,75,14%,26,5%,39,10%,58,11%,26,19%,31,9%,142,7%,45,11%,54,2%,12,9%,17,6%,66,11%,71,9%,46,7%,67,9%,114,11%,74
,Not at all prepared,3%,82,2%,36,4%,46,2%,17,3%,20,1%,3,5%,24,3%,18,2%,12,2%,24,4%,46,3%,43,3%,31,5%,18,3%,24,3%,6,3%,10,5%,23,4%,8,2%,33,2%,36,4%,21,6%,10,1%,12,1%,3,2%,36,2%,40,5%,35,2%,15,2%,16,2%,15,2%,15,3%,6,1%,6,2%,13,14%,26,8%,13,1%,24,2%,13,3%,10,2%,5,10%,12,2%,20,6%,26,3%,12,3%,20,3%,30,4%,20
,Does not apply/Don’t plan to do this,2%,45,1%,13,2%,32,1%,4,1%,10,1%,1,2%,8,3%,22,1%,2,1%,11,2%,32,3%,31,1%,13,2%,8,2%,19,0%,3,2%,5,2%,9,1%,2,1%,24,1%,13,3%,23,2%,5,1%,4,0%,0,1%,13,0%,13,2%,20,1%,5,0%,3,1%,7,0%,2,2%,4,1%,5,3%,16,4%,10,3%,5,1%,9,1%,6,2%,10,1%,4,7%,10,2%,17,2%,15,1%,4,4%,20,1%,17,1%,4
,Total,100%,3754,100%,1675,100%,2079,100%,918,100%,823,100%,144,100%,625,100%,1244,100%,520,100%,1155,100%,2079,100%,1977,100%,1641,100%,578,100%,1391,100%,267,100%,358,100%,676,100%,245,100%,2161,100%,1675,100%,591,100%,183,100%,780,100%,524,100%,1675,100%,2619,100%,1014,100%,647,100%,896,100%,866,100%,632,100%,229,100%,1007,100%,747,100%,252,100%,195,100%,1534,100%,880,100%,647,100%,389,100%,208,100%,1269,100%,937,100%,628,100%,943,100%,1399,100%,783
"How important are each of the following to you, personally, when you think about your future and having a great life: Having close relationships with friends and family",Very important,71%,2797,71%,1211,72%,1586,74%,688,68%,573,76%,109,71%,470,70%,957,71%,380,70%,831,72%,1586,73%,1505,69%,1186,71%,445,73%,1073,76%,195,65%,241,65%,469,70%,184,75%,1674,71%,1211,68%,404,72%,120,80%,620,83%,442,71%,1211,77%,2056,66%,675,68%,452,73%,665,71%,634,71%,454,71%,163,78%,818,65%,538,69%,178,60%,129,73%,1124,76%,682,70%,487,80%,314,63%,144,72%,987,71%,691,76%,503,67%,689,71%,1028,73%,577
,Somewhat important,24%,814,25%,396,23%,418,20%,187,29%,224,20%,30,24%,128,25%,245,22%,115,26%,281,23%,418,22%,406,26%,389,22%,106,23%,276,21%,62,27%,91,29%,175,25%,51,21%,426,25%,396,27%,153,21%,47,17%,139,15%,78,25%,396,20%,488,29%,283,25%,161,24%,202,25%,203,24%,153,24%,54,17%,163,29%,177,25%,60,30%,54,24%,355,21%,179,25%,133,18%,61,30%,56,24%,241,22%,208,22%,113,26%,215,25%,314,22%,171
,Not too important,3%,113,4%,56,3%,57,5%,32,3%,24,4%,6,3%,19,3%,32,5%,16,3%,40,3%,57,2%,46,4%,61,4%,20,2%,34,3%,9,4%,16,5%,26,4%,9,3%,52,4%,56,3%,23,4%,10,2%,18,2%,6,4%,56,3%,70,3%,34,5%,28,3%,24,3%,22,4%,23,4%,9,3%,23,3%,25,3%,9,6%,8,3%,47,3%,19,3%,23,1%,10,2%,4,3%,37,4%,26,1%,9,4%,30,3%,42,5%,32
,Not at all important,1%,31,1%,11,2%,20,1%,10,0%,1,1%,1,2%,11,1%,8,2%,8,0%,3,2%,20,2%,21,1%,9,2%,7,1%,11,0%,2,4%,8,1%,8,1%,1,1%,11,1%,11,2%,12,3%,5,1%,3,0%,0,1%,11,0%,9,2%,19,1%,6,0%,4,1%,4,0%,3,1%,4,1%,6,2%,7,3%,7,3%,3,0%,8,0%,3,1%,4,1%,2,5%,6,1%,7,3%,13,0%,4,3%,12,2%,13,0%,2
,Total,100%,3755,100%,1674,100%,2081,100%,917,100%,822,100%,146,100%,628,100%,1242,100%,519,100%,1155,100%,2081,100%,1978,100%,1645,100%,578,100%,1394,100%,268,100%,356,100%,678,100%,245,100%,2163,100%,1674,100%,592,100%,182,100%,780,100%,526,100%,1674,100%,2623,100%,1011,100%,647,100%,895,100%,863,100%,633,100%,230,100%,1010,100%,747,100%,254,100%,194,100%,1534,100%,883,100%,647,100%,387,100%,210,100%,1272,100%,938,100%,629,100%,946,100%,1397,100%,782
"How important are each of the following to you, personally, when you think about your future and having a great life: Having your dream job",Very important,44%,1592,52%,884,40%,708,53%,487,51%,427,42%,61,40%,227,38%,390,55%,288,51%,596,40%,708,45%,862,45%,687,38%,187,41%,490,46%,114,65%,231,50%,322,41%,101,37%,803,52%,884,42%,239,45%,77,33%,224,33%,168,52%,884,44%,1095,46%,453,57%,368,49%,456,51%,432,52%,346,52%,129,41%,323,37%,251,42%,102,45%,89,53%,821,41%,309,41%,220,40%,142,47%,88,43%,484,38%,302,46%,280,43%,364,48%,635,40%,313
,Somewhat important,42%,1661,39%,654,43%,1007,38%,361,40%,325,48%,70,40%,281,44%,624,37%,197,39%,457,43%,1007,42%,873,41%,727,42%,282,43%,667,46%,127,27%,102,37%,284,36%,103,47%,1030,39%,654,42%,259,41%,74,46%,394,52%,279,39%,654,43%,1188,39%,415,35%,230,43%,372,41%,363,40%,243,33%,76,44%,511,45%,359,39%,104,42%,80,39%,602,46%,437,42%,305,42%,177,37%,94,42%,578,44%,476,40%,270,41%,438,41%,601,44%,351
,Not too important,12%,429,8%,116,14%,313,7%,58,8%,60,9%,12,17%,99,15%,200,7%,30,8%,86,14%,313,10%,207,12%,199,16%,92,13%,205,6%,22,6%,19,11%,60,21%,35,13%,287,8%,116,14%,74,9%,22,18%,146,13%,71,8%,116,12%,302,11%,112,7%,42,8%,59,7%,61,6%,37,11%,19,13%,153,15%,119,15%,38,7%,17,7%,98,11%,122,13%,103,15%,58,14%,23,12%,185,15%,134,12%,69,12%,112,9%,140,15%,108
,Not at all important,2%,74,1%,20,3%,54,1%,10,2%,11,2%,3,3%,21,3%,29,1%,3,2%,17,3%,54,2%,37,2%,33,3%,18,2%,32,2%,5,2%,4,2%,11,2%,5,3%,47,1%,20,3%,18,5%,10,2%,18,1%,8,1%,20,2%,40,3%,31,1%,7,1%,9,1%,9,1%,7,3%,5,2%,24,3%,18,4%,10,6%,7,1%,14,2%,14,3%,19,3%,11,2%,6,2%,25,3%,27,2%,8,4%,31,2%,22,2%,13
,Total,100%,3756,100%,1674,100%,2082,100%,916,100%,823,100%,146,100%,628,100%,1243,100%,518,100%,1156,100%,2082,100%,1979,100%,1646,100%,579,100%,1394,100%,268,100%,356,100%,677,100%,244,100%,2167,100%,1674,100%,590,100%,183,100%,782,100%,526,100%,1674,100%,2625,100%,1011,100%,647,100%,896,100%,865,100%,633,100%,229,100%,1011,100%,747,100%,254,100%,193,100%,1535,100%,882,100%,647,100%,388,100%,211,100%,1272,100%,939,100%,627,100%,945,100%,1398,100%,785
"How important are each of the following to you, personally, when you think about your future and having a great life: Volunteering in your community",Very important,19%,706,17%,276,21%,430,18%,164,16%,125,23%,35,21%,130,21%,252,18%,85,16%,191,21%,430,21%,405,17%,266,22%,140,20%,272,14%,41,32%,101,20%,146,20%,44,17%,364,17%,276,23%,132,14%,29,19%,146,24%,123,17%,276,21%,506,18%,184,19%,116,14%,134,18%,145,13%,99,20%,43,22%,205,21%,153,20%,57,21%,38,16%,248,19%,161,24%,143,22%,84,19%,38,23%,290,17%,160,23%,143,17%,146,20%,286,17%,131
,Somewhat important,45%,1744,43%,716,47%,1028,41%,388,44%,352,45%,66,48%,309,47%,629,43%,229,42%,487,47%,1028,48%,971,42%,711,49%,287,46%,685,47%,129,38%,146,40%,274,47%,112,49%,1057,43%,716,47%,265,42%,82,51%,413,49%,268,43%,716,45%,1240,46%,452,39%,263,47%,400,44%,379,41%,261,43%,97,50%,519,45%,368,43%,115,42%,73,43%,663,49%,464,47%,308,44%,177,41%,97,48%,638,45%,444,44%,284,45%,445,45%,639,47%,375
,Not too important,26%,991,28%,485,25%,506,28%,248,29%,259,24%,34,25%,153,26%,297,29%,146,28%,339,25%,506,24%,480,29%,482,25%,128,26%,353,28%,76,19%,73,32%,195,22%,66,27%,574,28%,485,24%,153,35%,57,24%,181,23%,114,28%,485,25%,669,27%,283,30%,189,28%,258,27%,244,31%,191,27%,67,22%,234,28%,186,28%,63,25%,56,29%,448,27%,220,23%,156,26%,99,28%,58,24%,290,29%,263,27%,158,28%,272,25%,351,27%,210
,Not at all important,9%,313,12%,196,7%,117,13%,115,11%,87,8%,11,6%,35,7%,65,10%,58,13%,138,7%,117,7%,123,11%,185,3%,23,8%,84,10%,22,11%,37,9%,61,11%,22,8%,170,12%,196,7%,42,9%,15,6%,40,4%,20,12%,196,9%,209,10%,93,12%,78,12%,103,11%,96,15%,83,9%,22,6%,52,7%,40,9%,19,12%,26,12%,175,5%,37,6%,40,8%,28,11%,18,5%,55,9%,71,6%,44,11%,82,9%,119,9%,68
,Total,100%,3754,100%,1673,100%,2081,100%,915,100%,823,100%,146,100%,627,100%,1243,100%,518,100%,1155,100%,2081,100%,1979,100%,1644,100%,578,100%,1394,100%,268,100%,357,100%,676,100%,244,100%,2165,100%,1673,100%,592,100%,183,100%,780,100%,525,100%,1673,100%,2624,100%,1012,100%,646,100%,895,100%,864,100%,634,100%,229,100%,1010,100%,747,100%,254,100%,193,100%,1534,100%,882,100%,647,100%,388,100%,211,100%,1273,100%,938,100%,629,100%,945,100%,1395,100%,784
"How important are each of the following to you, personally, when you think about your future and having a great life: Getting married or finding a life partner",Very important,47%,1818,34%,606,54%,1212,35%,344,34%,283,55%,77,53%,359,57%,755,34%,185,35%,421,54%,1212,49%,993,46%,781,45%,273,59%,900,42%,118,38%,130,42%,294,45%,105,52%,1156,34%,606,52%,308,49%,98,60%,479,62%,327,34%,606,51%,1330,44%,453,27%,181,40%,365,39%,348,31%,201,31%,72,62%,652,49%,408,49%,129,25%,53,36%,569,50%,478,55%,372,67%,283,46%,94,60%,830,44%,428,51%,319,47%,464,46%,670,45%,365
,Somewhat important,32%,1153,36%,568,30%,585,34%,293,39%,302,30%,46,32%,180,27%,332,37%,177,36%,391,30%,585,30%,585,34%,521,35%,186,27%,357,39%,95,31%,114,35%,226,36%,84,29%,615,36%,568,29%,170,36%,55,28%,209,28%,150,36%,568,30%,782,33%,324,41%,243,33%,286,36%,285,35%,222,39%,83,25%,258,35%,232,27%,67,41%,64,36%,527,32%,273,31%,186,21%,68,33%,72,27%,305,35%,325,31%,189,32%,301,33%,410,32%,253
,Not too important,16%,589,22%,383,12%,206,23%,209,21%,186,10%,15,12%,68,12%,111,21%,114,23%,269,12%,206,15%,297,15%,263,14%,83,10%,103,14%,44,21%,76,18%,121,15%,40,14%,302,22%,383,14%,80,11%,22,8%,63,7%,41,22%,383,14%,392,17%,168,23%,162,23%,200,20%,186,25%,157,21%,52,10%,72,11%,80,17%,39,19%,50,22%,344,14%,98,10%,62,10%,30,14%,32,11%,105,14%,132,15%,98,15%,132,15%,230,18%,128
,Not at all important,5%,193,7%,116,4%,77,8%,70,6%,51,5%,8,4%,21,5%,43,8%,42,6%,74,4%,77,6%,103,5%,79,6%,35,3%,34,5%,11,9%,35,5%,37,4%,16,5%,90,7%,116,5%,33,4%,7,4%,29,3%,8,7%,116,5%,116,6%,68,9%,59,5%,45,4%,44,9%,53,9%,23,3%,27,4%,27,7%,19,14%,27,6%,93,4%,33,5%,25,3%,8,6%,12,3%,32,7%,52,3%,22,6%,48,6%,86,5%,37
,Total,100%,3753,100%,1673,100%,2080,100%,916,100%,822,100%,146,100%,628,100%,1241,100%,518,100%,1155,100%,2080,100%,1978,100%,1644,100%,577,100%,1394,100%,268,100%,355,100%,678,100%,245,100%,2163,100%,1673,100%,591,100%,182,100%,780,100%,526,100%,1673,100%,2620,100%,1013,100%,645,100%,896,100%,863,100%,633,100%,230,100%,1009,100%,747,100%,254,100%,194,100%,1533,100%,882,100%,645,100%,389,100%,210,100%,1272,100%,937,100%,628,100%,945,100%,1396,100%,783
"How important are each of the following to you, personally, when you think about your future and having a great life: Having children",Very important,31%,1138,23%,393,36%,745,24%,226,23%,180,32%,46,37%,227,38%,459,21%,115,24%,278,36%,745,36%,670,28%,453,19%,100,44%,621,21%,58,34%,100,30%,201,25%,55,34%,713,23%,393,37%,225,37%,71,30%,247,38%,202,23%,393,32%,817,31%,299,19%,116,26%,238,26%,226,21%,134,21%,42,38%,386,36%,263,31%,79,19%,29,24%,374,24%,217,38%,228,55%,238,36%,71,45%,593,21%,178,28%,177,34%,300,34%,451,27%,210
,Somewhat important,31%,1076,34%,538,29%,538,35%,310,33%,245,29%,45,29%,157,29%,319,40%,184,32%,354,29%,538,28%,521,34%,527,27%,125,29%,386,40%,99,27%,99,32%,203,39%,84,28%,578,34%,538,30%,163,28%,51,26%,197,24%,127,34%,538,31%,765,29%,268,36%,220,32%,279,36%,289,31%,187,32%,73,28%,266,31%,194,27%,64,30%,49,34%,501,30%,243,28%,170,27%,88,32%,59,30%,357,27%,219,35%,194,28%,269,28%,384,34%,229
,Not too important,21%,840,25%,443,18%,397,23%,209,28%,251,19%,28,17%,130,17%,222,22%,125,27%,318,18%,397,19%,404,23%,411,21%,139,16%,226,22%,64,23%,87,21%,154,16%,48,20%,475,25%,443,16%,98,17%,28,23%,173,20%,97,25%,443,21%,579,20%,228,26%,177,26%,239,24%,213,28%,182,27%,64,17%,181,17%,143,18%,50,23%,56,26%,402,21%,197,16%,130,12%,37,20%,49,15%,200,22%,236,18%,134,21%,199,21%,319,21%,187
,Not at all important,17%,701,17%,298,18%,403,19%,171,16%,144,19%,27,18%,114,16%,245,17%,94,17%,204,18%,403,18%,383,15%,253,33%,215,11%,162,17%,47,17%,70,17%,120,19%,58,18%,397,17%,298,17%,105,17%,33,20%,164,18%,101,17%,298,16%,462,20%,217,19%,132,15%,139,14%,133,21%,131,19%,50,17%,178,16%,148,24%,61,29%,59,16%,255,25%,224,18%,121,6%,26,12%,31,9%,124,29%,304,19%,122,17%,177,17%,244,18%,158
,Total,100%,3755,100%,1672,100%,2083,100%,916,100%,820,100%,146,100%,628,100%,1245,100%,518,100%,1154,100%,2083,100%,1978,100%,1644,100%,579,100%,1395,100%,268,100%,356,100%,678,100%,245,100%,2163,100%,1672,100%,591,100%,183,100%,781,100%,527,100%,1672,100%,2623,100%,1012,100%,645,100%,895,100%,861,100%,634,100%,229,100%,1011,100%,748,100%,254,100%,193,100%,1532,100%,881,100%,649,100%,389,100%,210,100%,1274,100%,937,100%,627,100%,945,100%,1398,100%,784
"How important are each of the following to you, personally, when you think about your future and having a great life: Having time for your hobbies and personal interests",Very important,68%,2643,65%,1112,70%,1531,65%,615,64%,537,74%,107,69%,464,70%,920,61%,337,66%,775,70%,1531,68%,1391,67%,1137,78%,475,68%,987,71%,187,65%,237,65%,457,69%,180,70%,1550,65%,1112,69%,401,65%,126,75%,597,76%,407,65%,1112,70%,1884,66%,686,64%,417,68%,619,65%,572,62%,417,66%,155,72%,751,68%,543,72%,192,57%,122,65%,1023,75%,697,74%,486,63%,241,61%,136,67%,871,74%,747,69%,449,66%,654,69%,979,68%,561
,Somewhat important,27%,966,31%,500,24%,466,30%,262,34%,261,21%,31,24%,130,25%,282,33%,157,31%,343,24%,466,27%,515,28%,438,17%,88,27%,346,27%,73,26%,94,29%,187,26%,58,27%,548,31%,500,25%,154,27%,43,22%,163,20%,105,31%,500,27%,667,26%,264,32%,198,29%,251,31%,261,33%,189,30%,69,23%,226,25%,167,24%,51,37%,61,31%,459,22%,166,21%,136,32%,127,30%,62,27%,341,22%,165,29%,160,27%,254,26%,358,27%,193
,Not too important,4%,121,3%,51,4%,70,5%,35,2%,16,3%,5,5%,28,4%,37,5%,21,3%,30,4%,70,4%,59,4%,59,3%,13,4%,51,1%,7,5%,17,6%,27,3%,5,3%,61,3%,51,4%,28,7%,10,2%,18,4%,14,3%,51,2%,61,6%,52,4%,25,3%,22,3%,25,3%,21,3%,5,4%,29,6%,32,3%,8,3%,8,3%,42,3%,17,3%,20,5%,19,4%,8,5%,52,3%,21,2%,16,5%,30,4%,48,4%,27
,Not at all important,1%,25,1%,9,1%,16,1%,4,1%,6,1%,3,1%,7,1%,5,1%,3,1%,6,1%,16,1%,13,1%,11,1%,4,1%,10,1%,1,3%,9,1%,7,2%,2,0%,5,1%,9,1%,8,1%,3,1%,4,0%,1,1%,9,0%,10,1%,10,1%,4,1%,4,0%,3,1%,6,1%,1,1%,4,1%,7,1%,3,3%,3,0%,7,0%,4,1%,6,0%,0,4%,5,1%,10,1%,5,1%,4,2%,9,1%,9,1%,3
,Total,100%,3755,100%,1672,100%,2083,100%,916,100%,820,100%,146,100%,629,100%,1244,100%,518,100%,1154,100%,2083,100%,1978,100%,1645,100%,580,100%,1394,100%,268,100%,357,100%,678,100%,245,100%,2164,100%,1672,100%,591,100%,182,100%,782,100%,527,100%,1672,100%,2622,100%,1012,100%,644,100%,896,100%,861,100%,633,100%,230,100%,1010,100%,749,100%,254,100%,194,100%,1531,100%,884,100%,648,100%,387,100%,211,100%,1274,100%,938,100%,629,100%,947,100%,1394,100%,784
"How important are each of the following to you, personally, when you think about your future and having a great life: Having a good education",Very important,53%,2082,54%,938,52%,1144,57%,528,51%,440,58%,85,52%,359,48%,670,55%,299,54%,639,52%,1144,56%,1162,50%,846,54%,326,51%,761,61%,169,67%,245,54%,389,53%,134,47%,1117,54%,938,49%,276,51%,88,56%,410,68%,370,54%,938,56%,1522,49%,509,55%,369,55%,513,57%,503,53%,342,47%,115,57%,595,49%,382,47%,133,39%,75,56%,889,63%,556,51%,346,42%,170,51%,109,54%,707,51%,516,53%,368,51%,493,53%,783,55%,438
,Somewhat important,35%,1296,36%,579,34%,717,35%,314,38%,294,30%,44,33%,196,39%,448,36%,179,36%,400,34%,717,34%,646,36%,605,36%,197,34%,484,32%,80,25%,81,34%,229,31%,86,39%,809,36%,579,36%,224,33%,61,34%,298,27%,133,36%,579,33%,865,38%,377,36%,220,35%,301,35%,287,36%,228,41%,89,31%,330,38%,281,32%,77,44%,91,35%,511,28%,265,36%,227,38%,159,36%,76,34%,440,34%,319,37%,213,35%,339,36%,473,32%,270
,Not too important,10%,309,7%,120,12%,189,6%,53,8%,72,12%,17,12%,61,11%,106,7%,30,7%,90,12%,189,8%,142,11%,156,9%,44,13%,132,6%,15,6%,23,9%,46,15%,22,11%,199,7%,120,14%,77,12%,27,8%,67,4%,18,7%,120,10%,195,10%,103,6%,41,7%,63,7%,55,8%,51,8%,19,10%,76,12%,72,17%,35,10%,20,6%,104,8%,54,12%,68,17%,51,9%,16,10%,106,14%,91,9%,42,11%,90,9%,114,12%,63
,Not at all important,2%,68,2%,35,2%,33,2%,18,3%,18,0%,0,2%,12,3%,20,2%,9,3%,26,2%,33,2%,29,3%,38,2%,12,2%,19,1%,3,2%,8,2%,13,1%,3,2%,40,2%,35,2%,15,4%,7,1%,7,1%,4,2%,35,2%,41,3%,24,3%,16,2%,17,2%,16,3%,13,4%,7,2%,10,1%,13,4%,9,6%,8,2%,28,1%,8,2%,7,3%,9,4%,9,2%,22,1%,12,1%,3,3%,24,2%,27,2%,14
,Total,100%,3755,100%,1672,100%,2083,100%,913,100%,824,100%,146,100%,628,100%,1244,100%,517,100%,1155,100%,2083,100%,1979,100%,1645,100%,579,100%,1396,100%,267,100%,357,100%,677,100%,245,100%,2165,100%,1672,100%,592,100%,183,100%,782,100%,525,100%,1672,100%,2623,100%,1013,100%,646,100%,894,100%,861,100%,634,100%,230,100%,1011,100%,748,100%,254,100%,194,100%,1532,100%,883,100%,648,100%,389,100%,210,100%,1275,100%,938,100%,626,100%,946,100%,1397,100%,785
"How important are each of the following to you, personally, when you think about your future and having a great life: Becoming wealthy",Very important,31%,1048,37%,595,28%,453,40%,356,33%,250,33%,45,26%,146,27%,251,42%,210,35%,385,28%,453,29%,519,34%,512,23%,87,30%,344,37%,98,52%,181,38%,239,29%,61,22%,455,37%,595,30%,163,31%,56,24%,157,15%,77,37%,595,29%,688,34%,316,43%,264,33%,300,36%,286,37%,236,36%,80,28%,221,25%,150,32%,68,30%,57,37%,548,25%,166,27%,137,34%,120,38%,67,33%,332,22%,168,32%,177,30%,242,34%,431,28%,198
,Somewhat important,39%,1514,39%,667,39%,847,37%,347,43%,358,39%,58,37%,237,40%,514,34%,185,42%,482,39%,847,39%,821,39%,651,34%,207,41%,599,44%,115,34%,122,36%,264,42%,107,40%,892,39%,667,40%,245,30%,58,41%,326,42%,218,39%,667,39%,1066,39%,399,36%,247,44%,373,41%,365,38%,245,37%,89,40%,423,40%,299,31%,89,37%,67,40%,630,41%,391,40%,255,39%,158,31%,75,38%,529,40%,381,38%,249,36%,366,40%,575,40%,323
,Not too important,23%,930,19%,336,25%,594,18%,173,20%,172,23%,34,28%,183,25%,368,21%,104,18%,232,25%,594,25%,504,21%,385,29%,191,23%,368,14%,44,10%,42,20%,142,24%,62,29%,631,19%,336,24%,141,23%,43,27%,228,32%,181,19%,336,25%,684,21%,228,16%,109,19%,186,17%,169,21%,126,21%,49,24%,291,27%,221,26%,69,23%,53,18%,291,26%,256,24%,187,23%,90,20%,51,22%,321,28%,296,24%,156,25%,276,20%,302,24%,196
,Not at all important,7%,266,5%,77,8%,189,5%,40,5%,44,6%,9,9%,62,8%,111,4%,19,5%,58,8%,189,7%,136,6%,99,14%,94,5%,84,5%,11,4%,12,5%,33,6%,15,9%,188,5%,77,6%,43,15%,25,9%,71,11%,50,5%,77,7%,188,7%,69,5%,27,4%,37,5%,43,5%,28,5%,12,7%,76,9%,78,11%,28,10%,16,5%,67,8%,70,9%,69,4%,20,10%,18,7%,92,9%,94,7%,46,9%,63,6%,89,8%,68
,Total,100%,3758,100%,1675,100%,2083,100%,916,100%,824,100%,146,100%,628,100%,1244,100%,518,100%,1157,100%,2083,100%,1980,100%,1647,100%,579,100%,1395,100%,268,100%,357,100%,678,100%,245,100%,2166,100%,1675,100%,592,100%,182,100%,782,100%,526,100%,1675,100%,2626,100%,1012,100%,647,100%,896,100%,863,100%,635,100%,230,100%,1011,100%,748,100%,254,100%,193,100%,1536,100%,883,100%,648,100%,388,100%,211,100%,1274,100%,939,100%,628,100%,947,100%,1397,100%,785
"How important are each of the following to you, personally, when you think about your future and having a great life: Making enough money to live comfortably",Very important,78%,2988,77%,1334,78%,1654,79%,740,76%,642,86%,123,75%,480,79%,1003,80%,426,77%,908,78%,1654,79%,1608,77%,1276,80%,476,78%,1099,85%,218,80%,298,76%,527,74%,193,78%,1719,77%,1334,77%,453,78%,144,79%,628,81%,428,77%,1334,79%,2105,78%,798,78%,522,79%,725,75%,672,80%,515,77%,185,79%,809,74%,570,87%,223,65%,134,79%,1241,85%,745,77%,507,74%,290,75%,163,75%,992,83%,774,80%,517,76%,741,78%,1120,78%,610
,Somewhat important,19%,679,20%,303,19%,376,18%,157,22%,160,12%,19,22%,129,18%,214,17%,81,21%,222,19%,376,18%,325,20%,330,17%,89,19%,261,13%,46,16%,47,19%,125,23%,47,20%,403,20%,303,20%,118,15%,28,19%,139,17%,91,20%,303,19%,470,18%,181,19%,108,19%,154,22%,174,18%,103,19%,38,19%,180,23%,159,8%,21,31%,52,19%,263,12%,124,20%,122,23%,85,23%,45,21%,242,15%,152,17%,101,20%,179,19%,245,19%,153
,Not too important,2%,76,2%,32,2%,44,2%,16,2%,19,0%,1,2%,17,3%,23,3%,9,2%,23,2%,44,2%,36,2%,37,2%,12,3%,30,1%,3,2%,7,4%,21,3%,5,2%,39,2%,32,2%,16,6%,9,2%,12,2%,7,2%,32,2%,45,2%,23,3%,14,2%,14,3%,17,1%,12,4%,5,2%,20,2%,14,2%,7,2%,5,2%,28,2%,13,2%,13,3%,12,0%,2,3%,33,1%,10,2%,11,2%,19,2%,29,2%,17
,Not at all important,1%,16,1%,7,1%,9,1%,4,0%,3,1%,3,1%,3,0%,3,0%,1,1%,6,1%,9,1%,10,1%,4,1%,3,0%,4,1%,1,3%,5,1%,6,0%,0,0%,4,1%,7,1%,5,1%,2,0%,1,0%,1,1%,7,0%,5,1%,10,1%,4,1%,3,0%,2,1%,3,1%,2,0%,2,1%,4,2%,3,2%,3,0%,4,0%,1,1%,5,1%,2,1%,1,1%,6,1%,3,0%,1,1%,6,1%,6,0%,3
,Total,100%,3759,100%,1676,100%,2083,100%,917,100%,824,100%,146,100%,629,100%,1243,100%,517,100%,1159,100%,2083,100%,1979,100%,1647,100%,580,100%,1394,100%,268,100%,357,100%,679,100%,245,100%,2165,100%,1676,100%,592,100%,183,100%,780,100%,527,100%,1676,100%,2625,100%,1012,100%,648,100%,896,100%,865,100%,633,100%,230,100%,1011,100%,747,100%,254,100%,194,100%,1536,100%,883,100%,647,100%,389,100%,211,100%,1273,100%,939,100%,630,100%,945,100%,1400,100%,783
"How important are each of the following to you, personally, when you think about your future and having a great life: Building a life that makes you happy",Very important,82%,3190,81%,1398,82%,1792,80%,761,82%,694,87%,126,78%,511,84%,1098,80%,428,81%,970,82%,1792,84%,1711,80%,1363,85%,525,81%,1179,82%,217,79%,302,78%,554,77%,205,85%,1874,81%,1398,81%,489,80%,149,85%,678,90%,475,81%,1398,83%,2261,82%,845,82%,541,81%,755,81%,728,80%,521,85%,196,81%,868,81%,647,85%,216,72%,150,83%,1296,88%,802,81%,553,82%,320,76%,168,79%,1062,86%,842,82%,548,82%,805,81%,1173,82%,663
,Somewhat important,15%,481,17%,238,14%,243,17%,131,16%,114,11%,17,17%,97,13%,122,18%,79,16%,159,14%,243,14%,229,17%,242,12%,44,16%,182,16%,46,15%,39,15%,95,22%,38,14%,258,17%,238,15%,81,14%,25,14%,91,8%,46,17%,238,15%,318,14%,134,16%,89,17%,124,17%,121,18%,95,12%,28,15%,121,15%,85,11%,29,24%,40,15%,204,9%,65,16%,83,16%,60,19%,38,17%,176,11%,84,16%,71,11%,109,17%,197,16%,104
,Not too important,3%,73,2%,30,3%,43,2%,18,2%,13,2%,3,4%,16,3%,23,1%,9,2%,21,3%,43,2%,35,3%,33,4%,9,3%,33,2%,5,4%,11,5%,24,0%,1,2%,32,2%,30,4%,20,5%,8,1%,11,1%,4,2%,30,2%,40,3%,27,2%,14,1%,12,2%,12,2%,13,2%,5,3%,22,4%,15,3%,6,3%,3,2%,27,3%,16,1%,9,2%,8,4%,4,4%,33,2%,11,2%,8,6%,26,2%,23,2%,16
,Not at all important,0%,15,0%,9,0%,6,1%,6,0%,3,0%,0,1%,4,0%,2,0%,2,0%,7,0%,6,0%,6,1%,9,0%,1,0%,2,0%,0,2%,5,1%,6,0%,0,0%,3,0%,9,0%,2,1%,1,1%,2,1%,1,0%,9,0%,7,1%,6,0%,3,1%,5,0%,3,1%,5,1%,1,0%,1,0%,1,1%,3,1%,1,0%,8,0%,0,1%,3,0%,1,1%,1,0%,4,1%,2,0%,2,1%,7,0%,5,0%,1
